LSOA21CD,AHAH_Index_Score,AHAH_Index_Rank,AHAH_Index_Percentile
E01007668,18.6962,18367,44
E01007669,24.8678,30242,71
E01007670,23.2643,27669,65
E01007671,20.9216,23192,55
E01007672,20.1014,21476,51
E01007673,16.7296,13615,32
E01007674,21.0037,23386,55
E01007675,15.3207,10280,25
E01007676,22.2728,25892,61
E01007677,17.0962,14539,35
E01007678,17.8823,16452,39
E01007679,15.8553,11528,28
E01007680,21.6654,24715,58
E01007681,33.3192,38275,90
E01007682,20.7653,22871,54
E01007683,21.4483,24283,57
E01007684,31.5822,37162,88
E01007685,33.3157,38272,90
E01007686,28.3811,34536,81
E01007687,19.7191,20660,49
E01007688,24.8081,30148,71
E01007689,28.8574,35011,83
E01007690,19.6539,20524,49
E01007691,21.3524,24106,57
E01007692,19.8901,21030,50
E01007694,14.6058,8638,21
E01007695,16.1413,12215,29
E01007696,17.8448,16355,39
E01007697,16.1581,12260,29
E01007698,17.5605,15683,37
E01007699,21.6429,24669,58
E01007700,16.2828,12562,30
E01007701,13.1222,5665,14
E01007702,25.2863,30843,73
E01007703,21.9022,25200,60
E01007704,22.1358,25633,61
E01007705,25.1605,30679,72
E01007706,20.5772,22478,53
E01007707,21.0486,23481,56
E01007708,23.0824,27342,65
E01007709,26.0336,31840,75
E01007710,23.9177,28786,68
E01007711,23.5199,28127,66
E01007712,20.3689,22033,52
E01007713,18.8641,18771,45
E01007714,32.0698,37482,88
E01007715,20.2552,21790,52
E01007716,22.0618,25507,60
E01007717,16.7457,13640,32
E01007718,14.8599,9176,22
E01007719,16.3032,12617,30
E01007720,16.1055,12124,29
E01007721,12.5257,4611,11
E01007723,13.2867,5938,14
E01007724,22.4694,26244,62
E01007725,21.7451,24877,59
E01007726,24.7628,30077,71
E01007727,22.8216,26834,63
E01007728,20.1016,21477,51
E01007729,12.2664,4187,10
E01007730,17.9723,16684,40
E01007731,16.0336,11950,29
E01007732,16.4125,12870,31
E01007733,14.8229,9097,22
E01007734,23.9636,28852,68
E01007735,18.4402,17793,42
E01007736,19.701,20625,49
E01007737,13.1078,5641,14
E01007738,17.1822,14751,35
E01007739,19.1123,19315,46
E01007740,17.9828,16706,40
E01007741,17.8789,16445,39
E01007742,17.738,16097,38
E01007743,25.4023,31019,73
E01007744,19.3311,19812,47
E01007745,18.8881,18820,45
E01007746,21.9081,25215,60
E01007747,14.9623,9396,23
E01007748,27.5524,33693,80
E01007749,21.2341,23868,56
E01007750,16.112,12141,29
E01007751,15.9581,11755,28
E01007752,22.4793,26265,62
E01007753,22.2903,25930,61
E01007754,32.9246,38037,90
E01007755,35.9908,39562,93
E01007756,33.3832,38318,90
E01007757,32.5579,37825,89
E01007758,32.0127,37440,88
E01007759,31.5665,37151,88
E01007760,41.8001,41296,97
E01007761,28.7911,34936,82
E01007762,22.8491,26885,64
E01007763,51.8785,42404,100
E01007764,27.5772,33722,80
E01007765,33.6548,38455,91
E01007766,19.9396,21142,50
E01007767,20.0178,21315,50
E01007768,17.3042,15052,36
E01007769,20.9267,23199,55
E01007770,22.5244,26347,62
E01007771,26.364,32275,76
E01007772,16.3842,12809,31
E01007773,19.7307,20686,49
E01007774,19.3765,19900,47
E01007775,19.1386,19372,46
E01007776,19.817,20876,49
E01007777,12.4921,4560,11
E01007778,21.5339,24456,58
E01007779,21.8766,25131,59
E01007780,17.2974,15036,36
E01007781,17.078,14493,34
E01007782,15.4918,10663,26
E01007783,25.3012,30856,73
E01007784,33.6919,38466,91
E01007785,28.7746,34924,82
E01007786,26.868,32897,78
E01007788,18.9886,19047,45
E01007789,21.9764,25336,60
E01007790,26.0698,31892,75
E01007791,25.8287,31600,75
E01007792,18.1994,17211,41
E01007793,17.3013,15044,36
E01007794,13.8072,6946,17
E01007795,17.5546,15670,37
E01007796,18.175,17153,41
E01007797,16.1088,12130,29
E01007798,14.4366,8255,20
E01007799,17.3266,15108,36
E01007800,20.6444,22624,54
E01007801,20.6345,22603,53
E01007802,19.483,20132,48
E01007803,17.2271,14870,35
E01007804,23.192,27552,65
E01007805,18.698,18371,44
E01007806,18.3056,17463,41
E01007807,18.6919,18354,44
E01007808,24.1726,29177,69
E01007809,25.7741,31521,74
E01007810,28.5148,34657,82
E01007811,25.5819,31250,74
E01007812,23.7688,28567,67
E01007815,31.7967,37294,88
E01007816,18.1669,17137,41
E01007817,13.4535,6253,15
E01007818,17.9972,16740,40
E01007819,14.1132,7562,18
E01007820,18.8196,18666,44
E01007821,16.1089,12131,29
E01007822,14.5814,8579,21
E01007823,15.9601,11759,28
E01007824,17.1901,14772,35
E01007825,13.9159,7146,17
E01007826,16.3676,12766,30
E01007827,31.5278,37124,88
E01007828,18.008,16769,40
E01007829,20.1666,21593,51
E01007830,22.9905,27146,64
E01007831,34.0372,38648,91
E01007832,30.5004,36356,86
E01007833,16.5828,13277,32
E01007834,15.8075,11397,27
E01007835,24.067,29033,69
E01007836,22.0888,25556,60
E01007838,26.5939,32552,77
E01007839,34.6541,38946,92
E01007841,26.1047,31954,75
E01007842,23.427,27969,66
E01007843,20.7372,22820,54
E01007846,32.7079,37915,89
E01007847,18.74,18474,44
E01007848,14.8119,9077,22
E01007849,19.7304,20684,49
E01007850,17.9495,16622,39
E01007851,15.4209,10502,25
E01007852,18.0578,16892,40
E01007853,16.7247,13602,32
E01007854,17.6714,15936,38
E01007855,16.6497,13443,32
E01007856,19.8709,20987,50
E01007857,18.1659,17134,41
E01007858,13.8627,7045,17
E01007861,13.0141,5458,13
E01007862,13.1714,5747,14
E01007863,18.0494,16862,40
E01007864,41.5263,41259,97
E01007865,20.5006,22332,53
E01007866,19.6226,20454,48
E01007867,21.1024,23589,56
E01007868,13.2168,5817,14
E01007869,15.8408,11473,27
E01007870,15.4763,10620,25
E01007871,15.9444,11719,28
E01007872,17.2894,15019,36
E01007873,18.8438,18716,44
E01007874,14.8839,9218,22
E01007875,16.3808,12799,31
E01007878,15.2289,10056,24
E01007879,18.1262,17044,40
E01007881,16.3857,12813,31
E01007882,18.02,16801,40
E01007883,22.0129,25405,60
E01007885,16.2224,12432,30
E01007886,14.6277,8672,21
E01007887,19.2976,19742,47
E01007888,15.362,10361,25
E01007889,28.0427,34184,81
E01007890,22.9832,27135,64
E01007891,22.6129,26498,63
E01007892,8.2935,600,2
E01007893,17.8866,16459,39
E01007894,38.9847,40606,96
E01007895,30.3182,36214,85
E01007896,27.1247,33213,78
E01007897,20.613,22553,53
E01007898,10.9793,2506,6
E01007899,10.3782,1867,5
E01007900,10.3679,1858,5
E01007901,12.9721,5380,13
E01007902,25.1739,30695,72
E01007903,16.6227,13378,32
E01007904,26.1487,32003,76
E01007905,22.1002,25572,60
E01007906,33.9745,38609,91
E01007907,24.2144,29233,69
E01007908,20.7588,22858,54
E01007909,32.1679,37553,89
E01007910,26.2745,32159,76
E01007911,21.6994,24773,59
E01007912,29.0305,35168,83
E01007913,23.1395,27442,65
E01007914,20.9455,23240,55
E01007915,15.537,10752,26
E01007916,14.4703,8323,20
E01007917,14.0833,7506,18
E01007918,8.424,651,2
E01007919,18.5643,18069,43
E01007920,11.3048,2876,7
E01007921,11.5161,3153,8
E01007922,17.7571,16139,38
E01007923,8.3252,610,2
E01007924,9.7502,1357,4
E01007925,11.1678,2715,7
E01007926,13.9172,7152,17
E01007927,11.6718,3347,8
E01007928,8.6412,752,2
E01007929,13.6379,6629,16
E01007930,10.7231,2229,6
E01007931,10.9284,2452,6
E01007932,12.5902,4708,12
E01007933,11.8522,3599,9
E01007934,13.8866,7080,17
E01007935,30.6203,36435,86
E01007936,33.8137,38513,91
E01007937,16.6651,13474,32
E01007938,12.8035,5079,12
E01007939,13.5071,6371,15
E01007940,17.5628,15688,37
E01007941,16.8159,13809,33
E01007942,27.3621,33486,79
E01007943,16.9616,14188,34
E01007945,18.6498,18258,43
E01007946,16.4285,12904,31
E01007947,15.8212,11422,27
E01007948,17.7743,16183,38
E01007949,27.1923,33306,79
E01007950,16.7764,13706,33
E01007951,17.0118,14315,34
E01007952,14.7814,9023,22
E01007953,12.5154,4599,11
E01007954,12.51,4586,11
E01007955,14.1673,7673,18
E01007956,10.2867,1780,5
E01007957,13.88,7073,17
E01007958,14.1713,7684,19
E01007959,14.57,8552,21
E01007960,22.1661,25693,61
E01007961,14.7709,9003,22
E01007962,20.5211,22379,53
E01007963,18.7782,18563,44
E01007964,22.9326,27031,64
E01007965,17.1516,14667,35
E01007966,19.1689,19442,46
E01007967,21.0951,23578,56
E01007968,20.7066,22750,54
E01007969,22.3225,25990,61
E01007970,18.211,17242,41
E01007971,22.1994,25758,61
E01007972,19.9638,21201,50
E01007973,28.1069,34254,81
E01007974,18.915,18880,45
E01007975,21.2201,23845,56
E01007976,19.1811,19465,46
E01007977,11.9784,3794,9
E01007978,31.6303,37194,88
E01007979,15.4169,10494,25
E01007980,28.4453,34597,82
E01007981,31.2523,36935,87
E01007982,17.4117,15311,36
E01007983,21.5024,24393,58
E01007984,19.964,21202,50
E01007985,19.9976,21266,50
E01007986,35.8983,39514,93
E01007987,13.8282,6985,17
E01007988,12.3588,4322,11
E01007989,19.1128,19316,46
E01007990,12.9453,5340,13
E01007991,15.7663,11296,27
E01007992,19.3356,19819,47
E01007993,13.7808,6895,17
E01007994,16.9319,14122,34
E01007995,24.433,29579,70
E01007996,13.453,6252,15
E01007997,15.5828,10863,26
E01007998,12.7876,5048,12
E01007999,27.4409,33573,79
E01008000,32.4915,37787,89
E01008001,23.4134,27950,66
E01008002,26.1531,32007,76
E01008003,22.6397,26542,63
E01008004,24.0003,28915,68
E01008005,26.0962,31937,75
E01008006,35.0118,39127,92
E01008007,17.4211,15330,36
E01008008,20.6588,22654,54
E01008009,24.9053,30288,72
E01008010,20.9671,23301,55
E01008011,17.7136,16033,38
E01008012,22.3699,26071,62
E01008013,26.692,32659,77
E01008014,19.0606,19198,46
E01008015,17.6996,15999,38
E01008016,20.3369,21957,52
E01008017,16.9889,14260,34
E01008018,17.6144,15806,38
E01008019,16.5166,13128,31
E01008020,23.5986,28258,67
E01008021,22.839,26866,63
E01008022,14.6865,8808,21
E01008023,24.5364,29733,70
E01008024,21.5242,24429,58
E01008025,20.6015,22528,53
E01008027,19.1947,19513,46
E01008028,17.3939,15270,36
E01008029,21.7156,24808,59
E01008030,17.2471,14922,35
E01008031,23.0789,27335,65
E01008032,13.0028,5437,13
E01008033,25.1186,30621,72
E01008034,21.3955,24185,57
E01008035,16.0129,11898,28
E01008036,16.7202,13593,32
E01008037,20.6893,22718,54
E01008038,30.843,36616,86
E01008039,20.2245,21717,51
E01008040,25.2417,30777,73
E01008041,20.827,22997,54
E01008042,30.7525,36535,86
E01008043,10.195,1693,4
E01008044,10.5143,1992,5
E01008045,16.286,12573,30
E01008046,24.8428,30207,71
E01008047,42.8217,41488,98
E01008048,20.5243,22382,53
E01008049,15.8782,11581,28
E01008050,26.3433,32250,76
E01008051,28.3661,34527,81
E01008052,16.8266,13844,33
E01008053,18.8994,18847,45
E01008054,22.2247,25804,61
E01008055,18.3254,17514,42
E01008056,19.135,19368,46
E01008057,22.1244,25616,61
E01008058,26.4644,32391,76
E01008059,26.5919,32551,77
E01008060,21.0164,23416,55
E01008061,24.4976,29677,70
E01008062,18.5367,18006,43
E01008063,20.964,23292,55
E01008064,26.9561,33009,78
E01008065,13.5011,6357,15
E01008066,21.3455,24085,57
E01008067,16.2149,12409,30
E01008068,13.1991,5783,14
E01008069,19.2528,19648,47
E01008072,14.1836,7712,19
E01008073,11.9547,3756,9
E01008074,18.384,17648,42
E01008075,17.003,14290,34
E01008076,18.0082,16771,40
E01008077,19.9913,21254,50
E01008078,21.3518,24103,57
E01008079,17.0393,14392,34
E01008080,19.7285,20677,49
E01008081,14.2716,7908,19
E01008082,16.2651,12523,30
E01008083,12.9767,5389,13
E01008084,14.8999,9258,22
E01008085,13.12,5662,14
E01008086,12.2243,4125,10
E01008087,18.2261,17283,41
E01008088,20.8832,23115,55
E01008089,14.138,7617,18
E01008090,18.7785,18564,44
E01008091,20.4479,22214,53
E01008092,15.7672,11301,27
E01008093,25.9984,31797,75
E01008094,16.3761,12790,30
E01008095,15.4054,10466,25
E01008096,18.362,17599,42
E01008097,19.6437,20498,49
E01008098,25.3332,30908,73
E01008099,27.3215,33442,79
E01008100,18.315,17488,42
E01008101,21.5946,24571,58
E01008102,24.2818,29331,69
E01008103,15.8766,11578,28
E01008104,18.1155,17024,40
E01008105,38.4281,40420,95
E01008107,26.4491,32374,76
E01008108,38.5156,40455,95
E01008109,39.7524,40824,96
E01008111,20.4095,22135,52
E01008112,41.0402,41161,97
E01008113,38.4692,40436,95
E01008114,39.2401,40675,96
E01008115,19.9682,21207,50
E01008116,15.7913,11355,27
E01008117,20.6413,22615,54
E01008118,16.3323,12683,30
E01008119,21.132,23661,56
E01008122,15.7585,11270,27
E01008123,16.0464,11982,29
E01008124,14.9032,9269,22
E01008125,18.8474,18724,44
E01008126,13.0262,5477,13
E01008128,15.103,9736,23
E01008129,14.5748,8567,21
E01008130,16.8676,13954,33
E01008131,12.8036,5080,12
E01008132,15.6103,10930,26
E01008133,12.4812,4537,11
E01008134,9.6262,1271,3
E01008135,23.0848,27349,65
E01008136,16.8536,13918,33
E01008137,14.9881,9463,23
E01008138,28.3363,34496,81
E01008139,31.7382,37259,88
E01008140,10.534,2012,5
E01008141,11.9443,3738,9
E01008142,10.2592,1749,5
E01008143,14.0358,7407,18
E01008144,14.9971,9485,23
E01008145,9.2136,1040,3
E01008146,22.4866,26277,62
E01008147,13.7284,6802,16
E01008148,11.3374,2908,7
E01008149,8.4003,637,2
E01008150,11.3183,2889,7
E01008151,14.3706,8113,20
E01008152,13.0331,5495,13
E01008153,19.1194,19333,46
E01008154,13.1859,5766,14
E01008155,15.2366,10077,24
E01008156,13.4256,6207,15
E01008157,13.6698,6694,16
E01008158,11.0883,2618,7
E01008159,23.27,27683,65
E01008160,14.0449,7427,18
E01008161,22.2116,25777,61
E01008162,21.36,24118,57
E01008163,27.8173,33960,80
E01008164,29.0654,35210,83
E01008165,24.6642,29935,71
E01008166,35.8823,39502,93
E01008167,37.7831,40220,95
E01008170,27.8568,34002,80
E01008172,23,27169,64
E01008173,25.9567,31748,75
E01008174,19.4506,20069,48
E01008175,35.6743,39429,93
E01008176,21.8074,25003,59
E01008177,16.8847,14004,33
E01008178,18.5827,18117,43
E01008179,15.3244,10288,25
E01008180,16.8631,13945,33
E01008181,25.5416,31203,74
E01008182,16.0474,11986,29
E01008183,13.2262,5836,14
E01008184,8.7403,795,2
E01008185,9.843,1433,4
E01008186,27.7618,33909,80
E01008188,11.7365,3433,9
E01008189,21.9933,25367,60
E01008190,25.6868,31404,74
E01008191,19.8126,20869,49
E01008192,24.0592,29020,69
E01008193,31.4371,37046,87
E01008194,24.6675,29942,71
E01008195,17.7368,16089,38
E01008196,17.7258,16057,38
E01008197,17.0625,14444,34
E01008198,19.2114,19549,46
E01008199,21.8965,25186,60
E01008200,14.0821,7501,18
E01008201,23.6896,28435,67
E01008202,26.2362,32106,76
E01008203,33.4958,38369,90
E01008204,27.0382,33107,78
E01008205,26.7733,32777,77
E01008206,15.5082,10693,26
E01008207,14.6921,8822,21
E01008208,17.2249,14864,35
E01008209,17.3157,15088,36
E01008210,19.0081,19075,45
E01008211,23.0245,27228,64
E01008212,31.7155,37243,88
E01008213,20.6253,22581,53
E01008214,22.6177,26507,63
E01008215,30.5823,36402,86
E01008216,22.4255,26162,62
E01008217,28.8866,35042,83
E01008218,26.5358,32481,77
E01008219,29.3962,35482,84
E01008220,21.4942,24380,58
E01008221,25.0366,30481,72
E01008222,21.1605,23723,56
E01008223,21.5938,24566,58
E01008224,20.3784,22060,52
E01008225,27.6577,33805,80
E01008226,25.2054,30743,73
E01008227,18.6532,18270,43
E01008228,24.1024,29075,69
E01008229,20.7348,22814,54
E01008230,22.0815,25546,60
E01008231,17.5093,15554,37
E01008232,23.3953,27918,66
E01008233,26.155,32011,76
E01008234,31.4778,37070,87
E01008235,33.0867,38135,90
E01008236,27.0286,33094,78
E01008237,28.1476,34294,81
E01008238,43.841,41673,98
E01008239,42.2426,41385,98
E01008240,20.6444,22623,54
E01008241,19.9894,21248,50
E01008242,17.0388,14389,34
E01008243,18.0494,16863,40
E01008244,27.5134,33648,79
E01008245,14.5519,8519,20
E01008246,10.7208,2226,6
E01008247,12.3703,4342,11
E01008248,13.3373,6029,15
E01008249,11.9075,3681,9
E01008250,13.9784,7289,18
E01008251,28.469,34612,82
E01008252,33.0969,38140,90
E01008253,30.6723,36474,86
E01008254,35.503,39342,93
E01008255,21.9753,25333,60
E01008256,12.0006,3819,9
E01008257,25.2524,30796,73
E01008258,16.9804,14233,34
E01008259,34.9105,39074,92
E01008260,17.2063,14816,35
E01008261,11.6771,3359,8
E01008262,18.858,18756,44
E01008263,16.4789,13040,31
E01008264,14.0458,7429,18
E01008265,13.1069,5639,14
E01008266,15.1068,9751,23
E01008267,13.1633,5735,14
E01008268,11.9135,3691,9
E01008269,15.1691,9918,24
E01008270,14.0249,7386,18
E01008271,16.7626,13672,33
E01008272,9.4324,1155,3
E01008273,13.4083,6167,15
E01008274,8.296,602,2
E01008275,16.5196,13135,31
E01008276,15.4507,10567,25
E01008277,18.1978,17202,41
E01008278,16.5493,13200,31
E01008279,20.8328,23007,54
E01008280,23.906,28777,68
E01008281,16.7715,13693,33
E01008282,17.3511,15161,36
E01008283,22.293,25938,61
E01008284,21.9278,25253,60
E01008285,21.4602,24305,57
E01008286,22.1692,25704,61
E01008287,24.6875,29969,71
E01008288,19.6005,20390,48
E01008289,18.7543,18512,44
E01008290,15.7218,11177,27
E01008291,15.0372,9579,23
E01008292,22.9832,27136,64
E01008293,21.3182,24034,57
E01008294,24.1293,29110,69
E01008295,26.0137,31813,75
E01008296,26.2191,32082,76
E01008297,29.3453,35443,84
E01008298,28.9236,35076,83
E01008299,26.8175,32831,77
E01008300,28.9843,35126,83
E01008301,19.1466,19388,46
E01008302,21.0561,23497,56
E01008303,40.0964,40934,96
E01008305,19.3294,19807,47
E01008306,22.6556,26578,63
E01008307,13.5854,6512,16
E01008309,19.658,20529,49
E01008311,37.5602,40141,95
E01008312,29.8288,35852,85
E01008313,30.352,36235,85
E01008314,30.5228,36368,86
E01008315,25.1556,30669,72
E01008316,36.4487,39761,94
E01008317,28.0582,34202,81
E01008318,27.2879,33410,79
E01008319,30.2147,36144,85
E01008320,31.8588,37331,88
E01008321,20.5398,22408,53
E01008322,31.1544,36858,87
E01008323,32.4649,37773,89
E01008324,20.8618,23069,55
E01008325,16.1206,12162,29
E01008326,27.699,33847,80
E01008327,19.9355,21135,50
E01008328,22.5385,26372,62
E01008329,24.2704,29310,69
E01008330,23.2417,27635,65
E01008331,24.0219,28950,68
E01008333,23.0531,27294,64
E01008334,28.399,34555,82
E01008335,26.3508,32261,76
E01008336,25.042,30491,72
E01008337,28.9922,35133,83
E01008338,22.6132,26499,63
E01008339,27.8243,33970,80
E01008340,30.2762,36189,85
E01008341,39.04,40624,96
E01008342,33.0053,38084,90
E01008343,22.2689,25884,61
E01008344,23.8371,28681,68
E01008345,16.3083,12629,30
E01008346,19.0724,19229,46
E01008347,26.8018,32814,77
E01008348,18.0464,16857,40
E01008349,24.8757,30251,71
E01008350,24.8245,30172,71
E01008351,20.5893,22510,53
E01008352,24.6327,29886,71
E01008353,31.4578,37054,87
E01008354,28.683,34830,82
E01008355,38.9813,40603,96
E01008356,22.7524,26738,63
E01008357,19.9568,21178,50
E01008358,30.6148,36427,86
E01008359,49.2216,42252,100
E01008360,43.6833,41640,98
E01008361,50.793,42345,100
E01008362,42.3757,41410,98
E01008363,37.7193,40195,95
E01008364,50.8731,42354,100
E01008365,39.2916,40694,96
E01008366,31.1582,36865,87
E01008367,30.8591,36633,86
E01008368,30.5125,36363,86
E01008369,24.9948,30408,72
E01008370,27.3827,33512,79
E01008371,17.0994,14546,35
E01008372,34.0138,38631,91
E01008373,34.9187,39079,92
E01008374,30.7293,36521,86
E01008375,25.0187,30450,72
E01008376,34.6409,38937,92
E01008377,25.5988,31276,74
E01008378,23.0414,27264,64
E01008379,24.5832,29806,70
E01008380,22.1941,25750,61
E01008381,16.4753,13028,31
E01008382,15.2345,10072,24
E01008383,15.4414,10546,25
E01008384,16.1412,12214,29
E01008385,18.0397,16841,40
E01008386,19.7889,20818,49
E01008387,15.7062,11152,27
E01008388,30.0528,36032,85
E01008389,19.8089,20863,49
E01008390,17.6654,15929,38
E01008391,27.0426,33110,78
E01008392,33.193,38201,90
E01008396,32.0921,37499,88
E01008397,41.851,41306,97
E01008398,28.4804,34631,82
E01008399,22.2895,25927,61
E01008400,6.7165,238,1
E01008401,10.3791,1869,5
E01008402,15.4438,10554,25
E01008403,9.8519,1441,4
E01008404,9.1556,1005,3
E01008405,17.3033,15049,36
E01008406,27.9009,34046,80
E01008407,32.6936,37905,89
E01008409,27.3837,33515,79
E01008410,28.7521,34908,82
E01008411,30.9842,36735,87
E01008412,34.2072,38743,91
E01008413,37.7207,40197,95
E01008415,18.7382,18471,44
E01008416,23.9671,28859,68
E01008418,24.5419,29741,70
E01008419,46.0682,41953,99
E01008420,26.3203,32221,76
E01008421,33.3394,38286,90
E01008422,26.3881,32305,76
E01008423,18.6469,18248,43
E01008424,34.693,38969,92
E01008425,17.0464,14406,34
E01008426,23.4626,28039,66
E01008427,16.0722,12037,29
E01008428,18.1964,17199,41
E01008429,25.1133,30614,72
E01008430,25.0056,30428,72
E01008431,27.0266,33091,78
E01008432,24.6579,29927,71
E01008433,30.377,36259,86
E01008434,31.498,37094,87
E01008435,29.324,35428,84
E01008436,23.209,27587,65
E01008437,15.7694,11307,27
E01008438,19.68,20572,49
E01008439,21.8168,25025,59
E01008441,23.3255,27783,66
E01008442,21.458,24301,57
E01008443,25.9047,31696,75
E01008444,28.6071,34751,82
E01008445,26.9468,32999,78
E01008446,28.9257,35078,83
E01008447,23.2444,27642,65
E01008448,24.0346,28973,68
E01008449,35.8242,39472,93
E01008450,21.5646,24514,58
E01008451,30.836,36613,86
E01008452,28.0288,34168,81
E01008453,28.0191,34158,81
E01008455,33.0533,38115,90
E01008456,26.1745,32031,76
E01008457,26.3059,32205,76
E01008458,27.8141,33955,80
E01008459,23.3468,27824,66
E01008460,28.0643,34209,81
E01008461,21.4429,24271,57
E01008462,28.5755,34722,82
E01008463,26.6413,32598,77
E01008464,35.5468,39365,93
E01008465,34.0163,38633,91
E01008466,19.4323,20029,47
E01008467,20.2247,21720,51
E01008468,21.6463,24676,58
E01008469,26.8701,32899,78
E01008470,31.4788,37076,87
E01008471,22.9441,27066,64
E01008472,25.6511,31352,74
E01008473,33.9189,38575,91
E01008474,21.6341,24657,58
E01008475,21.8192,25029,59
E01008476,25.6554,31359,74
E01008477,17.6356,15866,38
E01008478,21.3798,24161,57
E01008479,18.3955,17675,42
E01008480,28.5507,34698,82
E01008481,31.8994,37364,88
E01008482,32.4114,37734,89
E01008483,38.6253,40498,95
E01008484,31.5913,37169,88
E01008485,30.177,36124,85
E01008486,27.2551,33381,79
E01008487,25.3762,30977,73
E01008488,31.7004,37232,88
E01008489,26.4099,32331,76
E01008490,24.1356,29119,69
E01008491,45.809,41929,99
E01008492,28.5874,34731,82
E01008493,22.2692,25885,61
E01008494,22.2235,25798,61
E01008495,21.2634,23919,57
E01008496,24.6281,29879,71
E01008497,22.99,27144,64
E01008498,21.7674,24924,59
E01008499,27.3593,33484,79
E01008500,26.8759,32908,78
E01008502,28.1406,34289,81
E01008503,24.7121,29999,71
E01008504,22.2205,25791,61
E01008505,19.8311,20916,50
E01008506,17.3841,15243,36
E01008507,19.7369,20705,49
E01008508,26.7727,32775,77
E01008509,23.8237,28656,68
E01008510,30.4875,36342,86
E01008511,25.1061,30597,72
E01008512,24.2201,29244,69
E01008513,22.5062,26309,62
E01008514,22.4294,26171,62
E01008516,15.8408,11472,27
E01008517,24.4187,29552,70
E01008518,28.1691,34315,81
E01008519,21.5365,24460,58
E01008520,25.2406,30775,73
E01008521,27.2278,33344,79
E01008522,28.5367,34678,82
E01008523,18.1854,17172,41
E01008524,40.7093,41077,97
E01008525,31.2265,36913,87
E01008526,27.005,33066,78
E01008527,34.709,38980,92
E01008528,33.5235,38382,90
E01008529,33.0629,38120,90
E01008530,28.4753,34620,82
E01008531,29.0314,35169,83
E01008532,27.8635,34010,80
E01008533,25.7716,31517,74
E01008534,28.538,34679,82
E01008535,25.6665,31380,74
E01008536,44.0149,41698,98
E01008537,38.319,40391,95
E01008538,36.2846,39688,94
E01008539,23.4533,28018,66
E01008540,24.2761,29319,69
E01008541,24.6475,29912,71
E01008542,25.4552,31089,73
E01008543,21.0188,23420,55
E01008544,35.1318,39175,92
E01008545,24.9973,30411,72
E01008546,17.4829,15488,37
E01008547,19.0471,19170,45
E01008548,21.4347,24254,57
E01008549,18.3245,17512,42
E01008550,21.4812,24350,58
E01008551,15.6387,10997,26
E01008552,24.2204,29245,69
E01008553,32.8557,37998,90
E01008554,24.8332,30186,71
E01008555,20.8197,22984,54
E01008556,24.6051,29837,70
E01008557,29.5881,35665,84
E01008558,23.5493,28173,67
E01008559,30.1742,36120,85
E01008560,26.1406,31996,76
E01008561,27.5324,33664,79
E01008562,23.844,28694,68
E01008563,24.565,29778,70
E01008564,24.1758,29183,69
E01008567,31.8961,37361,88
E01008568,28.2884,34441,81
E01008569,20.4983,22329,53
E01008570,34.9073,39071,92
E01008571,22.9523,27077,64
E01008572,32.3306,37675,89
E01008573,52.3961,42431,100
E01008574,26.5531,32499,77
E01008575,29.3214,35424,84
E01008576,24.2491,29282,69
E01008577,24.9974,30412,72
E01008578,26.2694,32157,76
E01008579,19.7239,20672,49
E01008580,17.7593,16145,38
E01008581,27.0255,33088,78
E01008582,23.954,28836,68
E01008583,27.3498,33471,79
E01008584,34.4207,38847,92
E01008585,34.8367,39037,92
E01008586,29.6873,35740,84
E01008587,22.299,25949,61
E01008588,31.9721,37411,88
E01008589,24.0949,29062,69
E01008590,47.9015,42131,99
E01008591,49.8186,42290,100
E01008592,52.1267,42418,100
E01008593,26.8744,32906,78
E01008594,29.2794,35403,84
E01008595,44.2414,41728,98
E01008596,45.3416,41868,99
E01008597,32.3745,37705,89
E01008598,39.5445,40758,96
E01008599,25.3752,30974,73
E01008600,25.7057,31433,74
E01008601,24.1672,29168,69
E01008602,27.0354,33102,78
E01008603,28.0538,34195,81
E01008604,39.6903,40808,96
E01008605,28.7856,34934,82
E01008606,28.0301,34170,81
E01008607,25.3491,30933,73
E01008608,28.5284,34671,82
E01008609,26.7655,32769,77
E01008610,21.3052,24020,57
E01008611,21.9032,25203,60
E01008612,22.1488,25659,61
E01008613,29.8727,35893,85
E01008614,25.8037,31561,75
E01008615,21.5365,24461,58
E01008616,28.7354,34895,82
E01008617,24.7489,30056,71
E01008618,23.8155,28642,68
E01008619,20.312,21896,52
E01008620,27.8368,33983,80
E01008621,33.2464,38233,90
E01008622,27.8348,33979,80
E01008624,20.9049,23158,55
E01008625,20.1504,21567,51
E01008627,22.2875,25924,61
E01008628,25.6007,31278,74
E01008629,22.9376,27044,64
E01008630,24.6155,29858,71
E01008631,23.8771,28741,68
E01008632,26.2346,32104,76
E01008633,24.2154,29235,69
E01008634,29.2726,35394,83
E01008635,33.3597,38302,90
E01008636,24.3579,29458,70
E01008637,22.6673,26598,63
E01008638,19.4804,20127,48
E01008639,19.5383,20259,48
E01008640,23.3401,27811,66
E01008641,32.3184,37662,89
E01008642,24.5157,29708,70
E01008643,23.7655,28558,67
E01008644,29.2531,35377,83
E01008645,26.571,32524,77
E01008646,22.0692,25519,60
E01008647,32.9364,38050,90
E01008648,29.5911,35668,84
E01008649,22.4096,26140,62
