LSOA21CD,AHAH_Index_Score,AHAH_Index_Rank,AHAH_Index_Percentile
S01011296,19.3617,19872,47
S01011297,18.5486,18035,43
S01011298,19.5587,20299,48
S01011299,19.4544,20077,48
S01011300,24.3552,29452,70
S01011301,26.7041,32671,77
S01011302,40.3375,40990,97
S01011303,24.7157,30005,71
S01011304,18.4727,17854,42
S01011305,22.9106,27001,64
S01011306,34.3985,38840,92
S01011307,14.0572,7454,18
S01011308,17.1685,14716,35
S01011309,14.9922,9473,23
S01011310,14.2724,7912,19
S01011311,14.5549,8527,20
S01011312,11.5569,3203,8
S01011313,7.9475,488,2
S01011314,9.017,926,3
S01011315,12.5488,4645,11
S01011316,13.0543,5547,14
S01011317,8.8801,860,3
S01011318,14.5495,8513,20
S01011319,12.1922,4082,10
S01011320,14.7255,8899,21
S01011321,9.805,1408,4
S01011322,10.1469,1659,4
S01011323,12.0277,3860,10
S01011324,13.9191,7157,17
S01011325,17.2421,14914,35
S01011326,28.2898,34444,81
S01011327,5.551,118,1
S01011328,8.5874,727,2
S01011329,12.9068,5280,13
S01011330,11.3776,2967,7
S01011331,10.503,1978,5
S01011332,8.6924,780,2
S01011333,11.2615,2831,7
S01011334,15.179,9946,24
S01011335,14.0644,7466,18
S01011336,9.0025,916,3
S01011337,11.4634,3076,8
S01011338,15.8993,11616,28
S01011339,14.7731,9008,22
S01011340,17.0036,14292,34
S01011341,13.4026,6159,15
S01011342,12.0915,3947,10
S01011343,9.7466,1354,4
S01011344,18.7437,18482,44
S01011345,15.1811,9951,24
S01011346,18.9677,18992,45
S01011347,13.4873,6330,15
S01011348,13.9079,7124,17
S01011349,16.254,12497,30
S01011350,10.2889,1783,5
S01011351,9.2889,1066,3
S01011352,11.9316,3717,9
S01011353,8.3058,607,2
S01011354,12.3203,4262,10
S01011355,9.9209,1491,4
S01011356,15.6448,11012,26
S01011357,18.9273,18905,45
S01011358,22.9032,26983,64
S01011359,18.5216,17962,43
S01011360,16.3694,12773,30
S01011361,12.6662,4844,12
S01011362,12.8675,5193,13
S01011363,19.2231,19583,46
S01011364,19.0783,19240,46
S01011365,29.0548,35190,83
S01011366,22.3734,26078,62
S01011367,18.6445,18243,43
S01011368,17.8215,16302,39
S01011369,14.2712,7906,19
S01011370,13.9956,7333,18
S01011371,13.0595,5558,14
S01011372,14.2919,7953,19
S01011373,11.0631,2593,7
S01011374,13.5138,6388,15
S01011375,10.8612,2372,6
S01011376,15.0418,9595,23
S01011377,13.2325,5847,14
S01011378,11.1807,2731,7
S01011379,10.9775,2504,6
S01011380,15.1025,9733,23
S01011381,25.6314,31324,74
S01011382,19.3697,19890,47
S01011383,17.8521,16378,39
S01011384,16.065,12022,29
S01011385,13.4329,6215,15
S01011386,17.4913,15508,37
S01011387,22.0434,25462,60
S01011388,22.3565,26044,62
S01011389,23.8365,28679,68
S01011390,14.0933,7526,18
S01011391,17.5601,15682,37
S01011392,15.6622,11058,26
S01011393,11.5083,3141,8
S01011394,14.2133,7780,19
S01011395,35.6106,39398,93
S01011396,30.1537,36101,85
S01011397,12.5881,4705,12
S01011398,12.3716,4344,11
S01011399,13.9145,7141,17
S01011400,24.6651,29937,71
S01011401,21.8022,24989,59
S01011402,18.9792,19017,45
S01011403,18.037,16836,40
S01011404,18.1758,17156,41
S01011405,19.1459,19386,46
S01011406,19.7646,20770,49
S01011407,19.9144,21071,50
S01011408,22.932,27026,64
S01011409,17.1299,14613,35
S01011410,23.2805,27708,65
S01011411,24.6642,29936,71
S01011412,28.324,34479,81
S01011413,17.9365,16587,39
S01011414,16.8508,13911,33
S01011415,15.793,11356,27
S01011416,17.8607,16399,39
S01011417,9.9035,1473,4
S01011418,9.7862,1392,4
S01011419,9.7553,1361,4
S01011420,11.0395,2566,7
S01011421,11.4783,3099,8
S01011422,11.8349,3576,9
S01011423,7.6429,410,1
S01011424,10.5275,2006,5
S01011425,8.7253,792,2
S01011426,12.8174,5105,12
S01011427,18.3535,17587,42
S01011428,17.2419,14912,35
S01011429,21.2812,23961,57
S01011430,27.7076,33859,80
S01011431,21.3885,24175,57
S01011432,25.2068,30746,73
S01011433,17.0683,14464,34
S01011434,19.1393,19376,46
S01011435,12.7703,5028,12
S01011436,11.0749,2605,7
S01011437,13.049,5539,13
S01011438,12.7344,4969,12
S01011439,20.8928,23133,55
S01011440,18.1875,17174,41
S01011441,19.5709,20320,48
S01011442,24.4296,29571,70
S01011443,19.5311,20245,48
S01011444,26.506,32452,77
S01011445,29.3698,35461,84
S01011446,17.6803,15957,38
S01011447,21.8995,25192,60
S01011448,21.1534,23706,56
S01011449,17.5658,15699,37
S01011450,24.0569,29013,69
S01011451,19.0241,19118,45
S01011452,17.9272,16558,39
S01011453,14.8506,9157,22
S01011454,16.7325,13621,32
S01011455,16.1593,12261,29
S01011456,13.2505,5878,14
S01011457,16.0569,12002,29
S01011458,21.1108,23610,56
S01011459,14.0778,7489,18
S01011460,17.2065,14819,35
S01011461,15.0503,9617,23
S01011462,16.321,12658,30
S01011463,19.1603,19421,46
S01011464,15.5529,10795,26
S01011465,13.62,6591,16
S01011466,13.474,6296,15
S01011467,10.7557,2264,6
S01011468,16.0076,11880,28
S01011469,11.8148,3550,9
S01011470,13.2462,5867,14
S01011471,12.8938,5252,13
S01011472,12.6324,4780,12
S01011473,20.9725,23316,55
S01011474,19.3496,19848,47
S01011475,10.3585,1849,5
S01011476,10.5187,2000,5
S01011477,9.7955,1396,4
S01011478,13.0852,5599,14
S01011479,11.2922,2866,7
S01011480,16.9965,14278,34
S01011481,14.6098,8647,21
S01011482,12.2712,4196,10
S01011483,14.2547,7868,19
S01011484,12.2737,4199,10
S01011485,12.0596,3904,10
S01011486,13.5488,6444,16
S01011487,12.4544,4494,11
S01011488,14.0834,7507,18
S01011489,13.8559,7035,17
S01011490,12.2675,4189,10
S01011491,12.3383,4286,11
S01011492,12.532,4621,11
S01011493,14.825,9102,22
S01011494,15.7142,11165,27
S01011495,11.6362,3304,8
S01011496,11.1426,2677,7
S01011497,18.5705,18088,43
S01011498,17.0205,14339,34
S01011499,17.1286,14606,35
S01011500,14.4116,8203,20
S01011501,13.2132,5809,14
S01011502,16.6703,13484,32
S01011503,17.4855,15494,37
S01011504,25.6166,31306,74
S01011505,14.2053,7757,19
S01011506,14.691,8818,21
S01011507,15.7291,11198,27
S01011508,15.7818,11337,27
S01011509,17.3938,15269,36
S01011510,13.3202,5994,15
S01011511,12.332,4280,11
S01011512,14.9797,9444,23
S01011513,12.646,4810,12
S01011514,14.3979,8172,20
S01011515,16.8223,13827,33
S01011516,15.7586,11271,27
S01011517,15.4933,10666,26
S01011518,15.8731,11571,28
S01011519,16.7661,13681,33
S01011520,19.7694,20780,49
S01011521,17.0733,14473,34
S01011522,21.4374,24262,57
S01011523,29.6624,35717,84
S01011524,21.8606,25100,59
S01011525,21.0277,23434,55
S01011526,18.3113,17474,41
S01011527,24.2585,29296,69
S01011528,17.312,15080,36
S01011529,17.5587,15681,37
S01011530,18.8045,18624,44
S01011531,20.5652,22456,53
S01011532,27.3282,33449,79
S01011533,19.6033,20402,48
S01011534,15.1039,9739,23
S01011535,17.1403,14636,35
S01011536,16.3621,12749,30
S01011537,23.1998,27568,65
S01011538,15.6618,11057,26
S01011539,17.1222,14591,35
S01011540,18.0834,16953,40
S01011541,20.768,22877,54
S01011542,21.1014,23587,56
S01011543,16.291,12586,30
S01011544,17.3214,15098,36
S01011545,19.4458,20058,48
S01011546,23.5185,28124,66
S01011547,20.9115,23172,55
S01011548,17.9566,16637,40
S01011549,17.6001,15765,37
S01011550,14.1301,7602,18
S01011551,15.14,9841,24
S01011552,22.0407,25455,60
S01011553,14.3456,8069,19
S01011554,14.606,8639,21
S01011555,13.6084,6556,16
S01011556,14.6366,8693,21
S01011557,19.9027,21051,50
S01011558,20.7109,22761,54
S01011559,18.1035,16994,40
S01011560,18.9683,18993,45
S01011561,19.2193,19573,46
S01011562,22.8003,26798,63
S01011563,21.9903,25358,60
S01011564,21.0435,23470,56
S01011565,23.0348,27249,64
S01011566,23.4846,28074,66
S01011567,22.427,26166,62
S01011568,19.9504,21164,50
S01011569,15.6883,11121,27
S01011570,15.1209,9786,23
S01011571,24.3029,29372,69
S01011572,25.6349,31329,74
S01011573,14.2015,7751,19
S01011574,22.7206,26685,63
S01011575,18.0377,16837,40
S01011576,20.4385,22192,53
S01011577,16.3613,12748,30
S01011578,13.6078,6554,16
S01011579,13.4506,6247,15
S01011580,13.6701,6695,16
S01011581,19.0031,19066,45
S01011582,14.4393,8259,20
S01011583,18.8213,18670,44
S01011584,15.1509,9868,24
S01011585,20.9287,23208,55
S01011586,16.0015,11863,28
S01011587,16.489,13063,31
S01011588,15.0632,9637,23
S01011589,15.4889,10653,25
S01011590,17.2188,14849,35
S01011591,15.8071,11395,27
S01011592,21.2026,23793,56
S01011593,17.622,15829,38
S01011594,19.3484,19844,47
S01011595,22.0098,25398,60
S01011596,30.7187,36513,86
S01011597,23.7952,28611,68
S01011598,20.1072,21486,51
S01011599,19.9865,21238,50
S01011600,22.6785,26616,63
S01011601,24.2179,29240,69
S01011602,20.893,23134,55
S01011603,17.287,15017,36
S01011604,14.4348,8253,20
S01011605,19.7458,20723,49
S01011606,21.891,25174,60
S01011607,17.6084,15790,38
S01011608,15.981,11818,28
S01011609,15.5716,10838,26
S01011610,13.4015,6158,15
S01011611,17.6151,15808,38
S01011612,19.5212,20227,48
S01011613,21.5173,24419,58
S01011614,19.4807,20128,48
S01011615,15.7746,11322,27
S01011616,16.5841,13278,32
S01011617,19.2797,19698,47
S01011618,15.964,11778,28
S01011619,21.5409,24471,58
S01011620,20.9652,23296,55
S01011621,22.1786,25727,61
S01011622,23.3669,27868,66
S01011623,15.017,9537,23
S01011624,22.0947,25563,60
S01011625,26.1027,31946,75
S01011626,27.5993,33742,80
S01011627,31.8016,37301,88
S01011628,29.8442,35866,85
S01011629,25.4714,31108,73
S01011630,29.2745,35396,83
S01011631,20.3838,22075,52
S01011632,27.7624,33911,80
S01011633,22.3784,26091,62
S01011634,20.24,21764,52
S01011635,21.7806,24949,59
S01011636,18.5687,18083,43
S01011637,20.6218,22574,53
S01011638,28.5715,34718,82
S01011639,22.349,26033,62
S01011640,21.4749,24330,58
S01011641,21.1136,23614,56
S01011642,19.7262,20674,49
S01011643,48.0662,42148,99
S01011644,22.7956,26794,63
S01011645,17.6414,15882,38
S01011646,19.8026,20850,49
S01011647,13.037,5504,13
S01011648,21.1138,23615,56
S01011649,24.7136,30001,71
S01011650,21.9117,25223,60
S01011651,25.688,31405,74
S01011652,24.0472,28996,68
S01011653,21.9836,25348,60
S01011654,33.7941,38504,91
S01011655,21.6672,24722,58
S01011656,14.1045,7549,18
S01011657,16.1899,12336,29
S01011658,25.6343,31328,74
S01011659,16.9784,14227,34
S01011660,22.5959,26464,63
S01011661,23.6505,28349,67
S01011662,27.9811,34123,81
S01011663,32.5063,37795,89
S01011664,25.1461,30656,72
S01011665,30.7953,36575,86
S01011666,25.4642,31101,73
S01011667,26.5207,32465,77
S01011668,20.3563,21991,52
S01011669,25.0831,30555,72
S01011670,17.961,16652,40
S01011671,25.9852,31784,75
S01011672,27.3167,33436,79
S01011673,23.3597,27853,66
S01011674,25.0209,30456,72
S01011675,20.2366,21753,52
S01011676,21.4033,24205,57
S01011677,22.8169,26825,63
S01011678,14.8902,9235,22
S01011679,18.3597,17595,42
S01011680,14.8003,9060,22
S01011681,19.9481,21159,50
S01011682,18.5938,18134,43
S01011683,22.6364,26536,63
S01011684,20.4781,22286,53
S01011685,23.0311,27239,64
S01011686,24.4792,29647,70
S01011687,16.5701,13248,32
S01011688,19.7309,20687,49
S01011689,16.8946,14029,33
S01011690,14.7892,9039,22
S01011691,11.0628,2592,7
S01011692,7.1304,315,1
S01011693,10.8691,2387,6
S01011694,13.4734,6294,15
S01011695,15.8948,11609,28
S01011696,22.1316,25624,61
S01011697,18.3151,17490,42
S01011698,17.1683,14713,35
S01011699,13.8188,6972,17
S01011700,18.8721,18785,45
S01011701,12.1214,3988,10
S01011702,19.2201,19575,46
S01011703,14.6592,8751,21
S01011704,17.8706,16422,39
S01011705,11.4125,3005,8
S01011706,21.3557,24109,57
S01011707,16.4692,13018,31
S01011708,15.9852,11822,28
S01011709,18.4732,17856,42
S01011710,15.6418,11005,26
S01011711,15.7361,11215,27
S01011712,13.7452,6828,17
S01011713,22.2622,25868,61
S01011714,19.3023,19747,47
S01011715,17.286,15015,36
S01011716,24.2923,29351,69
S01011717,28.6389,34792,82
S01011718,25.38,30985,73
S01011719,21.1189,23624,56
S01011720,18.5463,18028,43
S01011721,15.5287,10735,26
S01011722,15.411,10481,25
S01011723,14.9593,9390,23
S01011724,15.2036,10004,24
S01011725,14.9389,9354,22
S01011726,15.0985,9724,23
S01011727,18.6364,18226,43
S01011728,16.0466,11984,29
S01011729,14.4981,8392,20
S01011730,13.7622,6859,17
S01011731,20.2317,21739,51
S01011732,17.2626,14958,36
S01011733,16.1861,12331,29
S01011734,19.1757,19460,46
S01011735,19.4906,20149,48
S01011736,22.7428,26721,63
S01011737,13.5885,6520,16
S01011738,21.6338,24655,58
S01011739,18.2124,17249,41
S01011740,23.3214,27774,66
S01011741,20.6228,22577,53
S01011742,19.5162,20214,48
S01011743,19.8828,21015,50
S01011744,23.8667,28724,68
S01011745,23.8036,28624,68
S01011746,19.7662,20773,49
S01011747,21.0392,23466,56
S01011748,27.4091,33546,79
S01011749,25.1971,30728,73
S01011750,19.36,19866,47
S01011751,16.5315,13154,31
S01011752,17.6858,15971,38
S01011753,17.1923,14780,35
S01011754,22.322,25988,61
S01011755,25.3087,30869,73
S01011756,22.3489,26031,62
S01011757,25.5646,31228,74
S01011758,27.4229,33556,79
S01011759,26.821,32837,77
S01011760,32.8236,37983,90
S01011761,31.1412,36846,87
S01011762,28.0372,34176,81
S01011763,22.6393,26541,63
S01011764,24.2921,29350,69
S01011765,29.2732,35395,83
S01011766,20.8447,23037,55
S01011767,17.1684,14715,35
S01011768,13.343,6044,15
S01011769,21.219,23842,56
S01011770,22.8045,26806,63
S01011771,21.4005,24194,57
S01011772,23.1616,27496,65
S01011773,28.1283,34272,81
S01011774,27.0927,33178,78
S01011775,27.8135,33954,80
S01011776,32.6224,37867,89
S01011777,31.9033,37367,88
S01011778,21.7624,24906,59
S01011779,31.4774,37069,87
S01011780,32.1471,37537,89
S01011781,37.0229,39969,94
S01011782,25.3766,30979,73
S01011783,26.4804,32420,77
S01011784,14.9318,9330,22
S01011785,21.6779,24741,59
S01011786,17.1275,14603,35
S01011787,15.8254,11432,27
S01011788,21.5706,24529,58
S01011789,17.0791,14498,34
S01011790,9.1041,978,3
S01011791,8.5829,725,2
S01011792,18.1682,17142,41
S01011793,9.7591,1363,4
S01011794,7.8471,465,2
S01011795,7.4395,368,1
S01011796,9.3585,1110,3
S01011797,8.1806,558,2
S01011798,8.949,889,3
S01011799,11.3226,2894,7
S01011800,9.1873,1027,3
S01011801,9.4386,1159,3
S01011802,9.4043,1137,3
S01011803,12.762,5014,12
S01011804,10.1063,1633,4
S01011805,4.9524,68,1
S01011806,15.775,11323,27
S01011807,22.1149,25601,61
S01011808,21.2425,23886,57
S01011809,23.4987,28094,66
S01011810,21.8585,25096,59
S01011811,23.6123,28287,67
S01011812,24.6037,29834,70
S01011813,20.8653,23076,55
S01011814,23.6987,28450,67
S01011815,11.0713,2602,7
S01011816,9.0061,918,3
S01011817,9.0534,948,3
S01011818,8.6813,773,2
S01011819,5.3586,103,1
S01011820,5.3936,106,1
S01011821,15.4448,10557,25
S01011822,9.3595,1112,3
S01011823,6.7466,243,1
S01011824,8.8706,853,2
S01011825,7.4544,371,1
S01011826,7.0423,290,1
S01011827,24.9691,30373,72
S01011828,14.8684,9192,22
S01011829,21.4884,24363,58
S01011830,24.8454,30211,71
S01011831,25.062,30525,72
S01011832,25.0141,30441,72
S01011833,22.4487,26213,62
S01011834,15.9532,11734,28
S01011835,15.8421,11479,27
S01011836,20.3731,22039,52
S01011837,17.6527,15904,38
S01011838,12.6617,4835,12
S01011839,11.9305,3716,9
S01011840,10.5546,2034,5
S01011841,10.6752,2174,6
S01011842,11.3701,2956,7
S01011843,23.0654,27314,65
S01011844,14.0562,7451,18
S01011845,12.8529,5172,13
S01011846,15.8329,11450,27
S01011847,17.8766,16441,39
S01011848,19.1283,19351,46
S01011849,16.3125,12642,30
S01011850,15.8352,11455,27
S01011851,16.8577,13931,33
S01011852,10.6864,2191,6
S01011853,10.7317,2238,6
S01011854,8.0469,515,2
S01011855,6.5793,218,1
S01011856,14.337,8048,19
S01011857,15.5399,10762,26
S01011858,11.0269,2553,6
S01011859,10.349,1844,5
S01011860,15.2274,10047,24
S01011861,8.2238,573,2
S01011862,7.5408,382,1
S01011863,3.5569,20,1
S01011864,9.9834,1543,4
S01011865,5.3554,102,1
S01011866,10.0663,1598,4
S01011867,5.7345,133,1
S01011868,5.6134,123,1
S01011869,13.1339,5689,14
S01011870,5.0269,73,1
S01011871,19.4959,20160,48
S01011872,28.4025,34558,82
S01011873,23.3931,27911,66
S01011874,20.5572,22446,53
S01011875,21.732,24844,59
S01011876,19.4332,20031,47
S01011877,21.3779,24156,57
S01011878,16.1671,12288,29
S01011879,30.2489,36167,85
S01011880,26.6537,32615,77
S01011881,8.4136,646,2
S01011882,13.1733,5749,14
S01011883,14.9904,9468,23
S01011884,22.0184,25420,60
S01011885,19.3003,19745,47
S01011886,20.2702,21815,52
S01011887,14.2575,7873,19
S01011888,14.5346,8465,20
S01011889,12.7395,4974,12
S01011890,16.5576,13220,31
S01011891,20.9325,23217,55
S01011892,19.1614,19422,46
S01011893,15.3769,10401,25
S01011894,11.9267,3714,9
S01011895,12.5086,4584,11
S01011896,14.176,7693,19
S01011897,13.7906,6912,17
S01011898,10.1886,1687,4
S01011899,21.3586,24113,57
S01011900,20.2105,21690,51
S01011901,15.8776,11580,28
S01011902,16.2793,12554,30
S01011903,20.488,22303,53
S01011904,18.4658,17840,42
S01011905,19.8756,20994,50
S01011906,23.443,28001,66
S01011907,26.307,32206,76
S01011908,23.2766,27699,65
S01011909,25.653,31354,74
S01011910,17.7291,16071,38
S01011911,22.4684,26241,62
S01011912,20.2951,21862,52
S01011913,20.6559,22646,54
S01011914,17.9637,16662,40
S01011915,15.6224,10966,26
S01011916,15.2647,10144,24
S01011917,20.3845,22077,52
S01011918,14.1511,7644,18
S01011919,14.9301,9324,22
S01011920,19.3303,19809,47
S01011921,15.1288,9801,23
S01011922,22.5943,26463,63
S01011923,15.3596,10352,25
S01011924,22.5207,26338,62
S01011925,31.8155,37306,88
S01011926,13.9359,7185,17
S01011927,15.545,10773,26
S01011928,13.8877,7083,17
S01011929,18.3303,17522,42
S01011930,13.257,5893,14
S01011931,18.8832,18807,45
S01011932,17.2286,14876,35
S01011933,20.5669,22459,53
S01011934,15.0883,9698,23
S01011935,21.3464,24087,57
S01011936,16.3969,12833,31
S01011937,23.763,28552,67
S01011938,18.063,16907,40
S01011939,25.3424,30922,73
S01011940,30.12,36080,85
S01011941,23.7722,28572,67
S01011942,26.8988,32940,78
S01011943,31.296,36964,87
S01011944,11.45,3057,8
S01011945,11.3813,2970,7
S01011946,11.6237,3285,8
S01011947,11.5284,3170,8
S01011948,11.0682,2599,7
S01011949,15.7998,11377,27
S01011950,18.159,17118,41
S01011951,11.7816,3503,9
S01011952,19.5712,20321,48
S01011953,13.9827,7298,18
S01011954,14.5493,8510,20
S01011955,12.5118,4590,11
S01011956,20.5957,22518,53
S01011957,19.3811,19912,47
S01011958,26.2849,32181,76
S01011959,24.1524,29139,69
S01011960,18.7516,18506,44
S01011961,24.6353,29889,71
S01011962,20.588,22505,53
S01011963,30.3609,36241,85
S01011964,22.4472,26209,62
S01011965,6.6197,226,1
S01011966,16.814,13803,33
S01011967,20.213,21693,51
S01011968,4.77,59,1
S01011969,8.9996,914,3
S01011970,6.6718,232,1
S01011971,24.3475,29445,70
S01011972,23.0482,27281,64
S01011973,20.8931,23135,55
S01011974,11.3579,2945,7
S01011975,21.2151,23827,56
S01011976,16.9424,14145,34
S01011977,20.3758,22051,52
S01011978,20.4594,22241,53
S01011979,16.8093,13791,33
S01011980,17.0297,14369,34
S01011981,25.9318,31716,75
S01011982,23.7761,28576,68
S01011983,18.6916,18353,44
S01011984,10.4104,1893,5
S01011985,11.838,3579,9
S01011986,12.9908,5413,13
S01011987,13.3389,6032,15
S01011988,12.3905,4383,11
S01011989,8.8188,827,2
S01011990,10.6649,2154,6
S01011991,8.8314,833,2
S01011992,11.2469,2811,7
S01011993,14.2152,7787,19
S01011994,13.9518,7222,17
S01011995,21.2589,23910,57
S01011996,13.6471,6644,16
S01011997,10.2571,1745,5
S01011998,21.8974,25187,60
S01011999,22.5134,26318,62
S01012000,28.5523,34699,82
S01012001,21.3886,24176,57
S01012002,23.6816,28413,67
S01012003,25.3338,30911,73
S01012004,14.6148,8652,21
S01012005,14.3402,8053,19
S01012006,21.8159,25023,59
S01012007,15.4458,10559,25
S01012008,12.9745,5385,13
S01012009,17.3036,15050,36
S01012010,4.5217,43,1
S01012011,4.3665,38,1
S01012012,7.0451,292,1
S01012013,20.4687,22261,53
S01012014,7.9898,502,2
S01012015,6.4176,196,1
S01012016,25.0521,30510,72
S01012017,25.7065,31434,74
S01012018,23.5374,28153,67
S01012019,4.7699,58,1
S01012020,5.8709,145,1
S01012021,8.0618,520,2
S01012022,6.3469,185,1
S01012023,14.9732,9426,23
S01012024,16.4139,12873,31
S01012025,18.9869,19041,45
S01012026,26.5583,32505,77
S01012027,14.7292,8908,21
S01012028,14.7445,8943,21
S01012029,14.3732,8117,20
S01012030,18.1753,17154,41
S01012031,16.5749,13260,32
S01012032,17.9057,16506,39
S01012033,13.0352,5500,13
S01012034,11.8243,3565,9
S01012035,12.9683,5374,13
S01012036,20.1293,21536,51
S01012037,19.0836,19250,46
S01012038,15.3871,10433,25
S01012039,13.9565,7230,17
S01012040,19.463,20096,48
S01012041,14.8904,9236,22
S01012042,17.746,16111,38
S01012043,15.1826,9956,24
S01012044,16.1987,12370,30
S01012045,31.0361,36766,87
S01012046,31.4995,37098,87
S01012047,29.5189,35596,84
S01012048,42.5174,41439,98
S01012049,28.5731,34720,82
S01012050,25.746,31485,74
S01012051,15.9926,11841,28
S01012052,18.5424,18016,43
S01012053,17.2476,14924,35
S01012054,11.6865,3371,8
S01012055,17.913,16526,39
S01012056,14.4366,8256,20
S01012057,22.0313,25438,60
S01012058,20.8775,23105,55
S01012059,14.1664,7672,18
S01012060,13.0781,5589,14
S01012061,14.8292,9112,22
S01012062,23.9809,28884,68
S01012063,12.691,4889,12
S01012064,12.5904,4709,12
S01012065,12.1313,4000,10
S01012066,12.3232,4265,10
S01012067,9.8608,1446,4
S01012068,9.1208,986,3
S01012069,24.1069,29080,69
S01012070,13.2004,5787,14
S01012071,24.4117,29539,70
S01012072,16.8997,14041,33
S01012073,14.0772,7487,18
S01012074,12.542,4630,11
S01012075,12.0894,3943,10
S01012076,13.3773,6106,15
S01012077,14.6784,8794,21
S01012078,13.5007,6355,15
S01012079,15.012,9526,23
S01012080,12.0065,3833,9
S01012081,12.6319,4779,12
S01012082,9.9568,1524,4
S01012083,11.4877,3114,8
S01012084,15.0048,9504,23
S01012085,15.2502,10108,24
S01012086,14.0595,7456,18
S01012087,13.7826,6899,17
S01012088,12.8992,5265,13
S01012089,16.3333,12685,30
S01012090,12.0066,3834,9
S01012091,14.7809,9021,22
S01012092,12.6845,4877,12
S01012093,12.2332,4135,10
S01012094,11.6432,3309,8
S01012095,12.3654,4333,11
S01012096,13.2822,5924,14
S01012097,12.9869,5409,13
S01012098,10.8209,2332,6
S01012099,10.3107,1802,5
S01012100,7.0123,283,1
S01012101,9.2682,1057,3
S01012102,5.4039,107,1
S01012103,9.772,1375,4
S01012104,9.7628,1367,4
S01012105,13.1246,5667,14
S01012106,11.5671,3222,8
S01012107,10.2452,1736,5
S01012108,18.3228,17509,42
S01012109,20.8414,23021,54
S01012110,22.3791,26095,62
S01012111,13.385,6124,15
S01012112,13.193,5776,14
S01012113,12.1063,3965,10
S01012114,11.864,3615,9
S01012115,13.9891,7320,18
S01012116,13.4707,6289,15
S01012117,18.5819,18114,43
S01012118,12.4336,4459,11
S01012119,15.844,11487,27
S01012120,14.2347,7822,19
S01012121,10.0477,1582,4
S01012122,11.6743,3351,8
S01012123,10.5726,2055,5
S01012124,12.7649,5021,12
S01012125,12.0933,3949,10
S01012126,11.3666,2954,7
S01012127,19.9248,21101,50
S01012128,18.8327,18693,44
S01012129,16.5296,13152,31
S01012130,13.1708,5746,14
S01012131,22.2323,25819,61
S01012132,21.0378,23462,56
S01012133,14.4523,8285,20
S01012134,20.8006,22949,54
S01012135,16.5636,13239,32
S01012136,18.1615,17122,41
S01012137,20.4703,22266,53
S01012138,17.3917,15263,36
S01012139,13.8192,6974,17
S01012140,13.0621,5563,14
S01012141,13.7224,6785,16
S01012142,16.7765,13708,33
S01012143,14.1066,7550,18
S01012144,14.8267,9105,22
S01012145,13.3408,6039,15
S01012146,11.9679,3772,9
S01012147,11.0118,2541,6
S01012148,11.2249,2773,7
S01012149,11.2349,2790,7
S01012150,11.5082,3140,8
S01012151,11.7227,3417,9
S01012152,11.3703,2957,7
S01012153,18.0854,16958,40
S01012154,23.0375,27253,64
S01012155,21.7245,24829,59
S01012156,11.7676,3481,9
S01012157,12.8139,5099,12
S01012158,20.961,23283,55
S01012159,17.1973,14795,35
S01012160,15.9235,11663,28
S01012161,15.3296,10302,25
S01012162,13.6256,6600,16
S01012163,17.4801,15475,37
S01012164,11.6547,3322,8
S01012165,12.3481,4304,11
S01012166,12.748,4989,12
S01012167,18.2117,17246,41
S01012168,15.8991,11615,28
S01012169,14.7412,8932,21
S01012170,13.2186,5819,14
S01012171,14.4455,8269,20
S01012172,13.0636,5565,14
S01012173,17.3045,15054,36
S01012174,16.8692,13961,33
S01012175,15.0127,9528,23
S01012176,16.4699,13020,31
S01012177,15.0348,9574,23
S01012178,13.4814,6319,15
S01012179,15.9988,11854,28
S01012180,13.8104,6955,17
S01012181,18.4248,17747,42
S01012182,32.3409,37683,89
S01012183,22.4955,26285,62
S01012184,11.4766,3096,8
S01012185,31.7578,37264,88
S01012186,14.6162,8657,21
S01012187,11.1916,2739,7
S01012188,18.154,17107,41
S01012189,18.8074,18630,44
S01012190,18.2206,17270,41
S01012191,18.3062,17464,41
S01012192,17.9942,16730,40
S01012193,20.1275,21530,51
S01012194,12.236,4143,10
S01012195,10.6846,2186,6
S01012196,16.3129,12644,30
S01012197,5.3475,100,1
S01012198,11.7914,3518,9
S01012199,15.5163,10708,26
S01012200,15.7663,11297,27
S01012201,16.3261,12667,30
S01012202,17.2172,14846,35
S01012203,18.4549,17821,42
S01012204,16.6125,13354,32
S01012205,19.4288,20022,47
S01012206,20.7306,22801,54
S01012207,10.2007,1699,4
S01012208,11.2852,2858,7
S01012209,10.9602,2479,6
S01012210,10.1256,1643,4
S01012211,12.6348,4783,12
S01012212,15.1296,9803,23
S01012213,12.5467,4639,11
S01012214,11.6266,3292,8
S01012215,13.6135,6574,16
S01012216,8.2845,594,2
S01012217,15.5747,10847,26
S01012218,19.2316,19604,46
S01012219,15.5433,10768,26
S01012220,15.5614,10815,26
S01012221,16.3098,12635,30
S01012222,12.3487,4307,11
S01012223,15.6481,11017,26
S01012224,19.6421,20496,49
S01012225,21.9475,25293,60
S01012226,26.4946,32437,77
S01012227,23.3685,27871,66
S01012228,22.2242,25801,61
S01012229,18.7602,18521,44
S01012230,21.9681,25321,60
S01012231,16.4066,12859,31
S01012232,17.5302,15612,37
S01012233,14.0566,7453,18
S01012234,15.2563,10126,24
S01012235,10.8691,2386,6
